City,Point of Interest,Review,Adventure & Outdoors,Spiritual,Nature & Retreat,Isolated or Hippie,Heritage,Travel & Learn,Social Tourism (Volunteer & Travel),Nightlife & Events,Shopping,Compound score
Pushkar,Pushkar Lake,pushkar lake beauti area sunset goe lot see realli beauti experi,1,1,1,0,1,0,0,0,0,0.5
Agra,Mother Teresa's Missionaries of Charity,unfortun stop busi get younger children day happi let us look around smile kid,0,0,1,0,1,0,0,0,0,0.5386
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,fort larg interest park difficult lot seller bother car park book etc usual tourist trap smell aw went mid afternoon amaz histor fort lot charm must see agra,0,0,1,0,1,0,0,0,0,0.436
Pushkar,Brahma Temple,world dedic lord brahma sentiment valu hindus lot foreign tourist visit place comment misguid forc give donat templ dont architectur valu antiqu idol visual go see templ follow pandit guid offer prayer feel offer prayer chariti donat world forc heart say otherwis simpli say namastey,0,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,enjoy visit ancient headquart mogul empir fascin histori beauti build,0,0,1,0,1,0,0,0,0,0.74695
Rishikesh,Ram Jhula,similar laxman jhoola arti even add attract weather good love stand enjoy wind priceless,0,0,1,0,1,0,0,0,0,0.95765
Rishikesh,Ram Jhula,lakshamana jhula suspens bridg rishikesh length feet height around feet river bank river ganga famous laxman jhula bridg give us awesom view rishikesh place crowd peopl monkey cow biker foreign mani shop line u cross bridg market near laxman jhula high recommend peopl interest handicraft ancient woodwork gem precious stone cloth item bridg locat south bank tall trayambakeshwar templ swarg niwa shop souvenir knick knack take back home,0,0,1,0,0,0,0,0,0,0.92405
Agra,Mehtab Bagh,altern place enjoy beauti taj mahal side enjoy beauti taj mahal edg yamuna river although river drain bird activ provid amaz view especi sun set entranc ticket subject camera camera tripod prohibit,0,0,1,0,1,0,0,0,0,0.8753
Rishikesh,Tera Manzil Temple,templ famous eyecatch rishikesh specif tourist place religi place visit without entranc fee take shoe ask money awar dont pay start end tri let pay twice templ long galleri statu littl shop walk along galleri round awar long walk everi floor bell ring mean thing god wake creat energi good posit indian peopl visit templ prayer ceremoni templ next laxman jhula,0,1,1,0,1,0,0,0,0,0.8400000000000001
Mussoorie,Camel's Back Road,good walk along quiet road want spend peac time perfect place near mall road,1,0,1,0,0,0,0,0,0,0.89225
Rishikesh,Lakshman Jhula,last saturday friend beauti day ram jhula get boat take ride explor nearbi place lot shop ashram head laxman jhoola foot actual region ram jhula laxman jhula lot offer walk toward laxman jhula notic peopl bath gang go toward gang want bath werent cloth chang splash lot water face water cool put mat sand start listen tibetan music carri along earphon min gone deep sleep around hour wake notic water droplet us start drizzl head toward tea shop tea sandwich realli awesom experi come back delhi even left citi plan visit weekend,0,0,1,0,0,0,0,0,0,0.85015
Pushkar,Brahma Temple,pushkar beauti place,1,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,suspect thus place would better known anoth build town impress fort use varieti purpos year spent pleasant minut wander round arriv short open time heat issu,0,0,1,0,1,0,0,0,0,0.89225
Agra,Wildlife SOS,favourit memori line femal eleph duti trot keeper walk neighbour field anoth keeper ride bareback larg male eleph take much faster run field fabul,0,0,1,0,1,0,0,0,0,0.5
Pushkar,Brahma Temple,templ brahma dev ever seen life surround lake beauti templ remind us various stori heard god brahma,0,1,1,0,1,0,0,0,0,0.6366
Pushkar,Pushkar Lake,let see holi place think look someon tri sell pin offer take photo touch without permiss look shoe stolen second took look insid templ anyth young boy would ask money would tri grab bag said priest put hand young foreign strut around short short tank top,1,1,1,0,1,0,0,0,0,0.60115
Agra,Anguri Bagh,go anguri bagh want see side taj mahal watch back taj river nice love front better crowd abl chill besid taj river noth much see,0,0,1,0,1,0,0,0,0,0.94035
Agra,Agra Fort,worth visit stun architectur view realli see feel mughal king live beauti impress postcard could ever depict,0,0,1,0,1,0,0,0,0,0.79295
Agra,Shahin Arts,geotechn engin deal materi e g soil rock natur exhibit vari uncertain behavior due imprecis physic process associ format materi model behavior materi geotechn engin applic complex sometim beyond abil tradit form physic base engin method artifici intellig ai becom popular particular amen model complex behavior geotechn engin applic demonstr superior predict abil compar tradit method,0,0,1,0,1,0,0,0,0,0.81245
Rishikesh,Triveni Ghat,atmospher peac visit place special earli morn see sacr ganga aarti place divin great,0,1,0,0,1,0,0,0,0,0.88915
Agra,Agra Fort,fort beauti right histori incred offer differ view perspect taj mahal,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,feel cant describ word requir sort belief god els reduc experi,0,0,1,0,1,0,0,0,0,0.6366
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Lal Tibba,lal tibba absolut beauti talk view basic said highest point mussoori see himalayan belt good day,0,0,1,0,0,0,0,0,0,0.7202
Rishikesh,Neer Garh Waterfall,hidden gem rishikesh kms swiss cottag area stay hike min top lazi took car first level waterfal morn one like privat waterfal cold water stream take bath cold water month decemb rishikesh never though would awesom experi,1,0,1,0,0,0,0,0,0,0.7553000000000001
Mussoorie,Bhatta Falls,good fall less noisi compar fall mussoori visit mussoori hour,1,0,1,0,0,0,0,0,0,0.7202
Agra,Tomb of Itimad-ud-Daulah,agra must plan visit place well great architectur calm place adjac yamuna river,0,0,1,0,1,0,0,0,0,0.9088
Mussoorie,Lal Tibba,lal tibba best place mussoori natur best see beauti himalaya place sachin hous near lal tibba,0,0,1,0,0,0,0,0,0,0.9277500000000001
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,interest piec histori certain worth look head place get hot middl day go earli,0,0,1,0,1,0,0,0,0,0.8592
Agra,Agra Fort,enjoy walk around fort speak peopl fort huge amaz,0,0,1,0,1,0,0,0,0,0.83525
Agra,Agra Fort,red fort offer good studi histori unesco world heritag site,0,0,1,0,1,0,0,0,0,0.7202
Agra,Agra Fort,agra fort short distanc away taj mahal car tuktuk taj mahal ticket discount roepi entre roepi nice less impress taj mahal sure worth visit site great view taj mahal,0,0,1,0,1,0,0,0,0,0.95685
Mussoorie,Kempty Falls,visit kempti fall wast time plan visit plz plz plz drop idea better go spend time water park instead go kempti fall rather go visit dhanulti extra time money go kempti fall,1,0,1,0,0,0,0,0,0,0.70095
Mussoorie,Kempty Falls,place enjoy never fall mussoori place crowd saturday sunday,1,0,1,0,0,0,0,0,0,0.74695
Agra,Kalakriti Cultural & Convention Center,show start pm day get ticket easili auditorium seat peopl show translat multipl languag give pair headphon translat script play stori shah jahan made massiv mausoleum support well good act danc toward tail end show miniatur taj mahal made real marbl gemston emerg stage make grand closur there showroom exquisit handicraft serv good momento,0,0,0,0,1,0,0,0,0,0.96625
Agra,Agra Fort,agra fort best histor monument ever seen beauti build carv repres best artist time plan trip advisor time constraint realli make easi afford,0,0,1,0,1,0,0,0,0,0.9277500000000001
Agra,Jama Masjid (Agra),love visit fort excit quick disappoint w jama masjid activ mosqu shoe must remov sock hygien part nebul continu barefoot scald feet scorch dirti tatter runway unstabl emot man hold pant hand start chase us felt unsaf mosqu attende didnt seem care us half ran exit still chase area filthi dirti railway fascin watch local attempt board train porter carri luggag head bad scari experi week india travel,0,1,1,0,1,0,0,0,0,0.4451
Agra,Diwan E Aam,see appreci build shahansha give audienc common citizen address complaint,0,0,0,0,1,0,0,0,0,0.352
Agra,Diwan-i-Am Agra Fort,agra tour place nice stopov fantast view yamuna river,0,0,1,0,1,0,0,0,0,0.71075
Rishikesh,Ram Jhula,ganga beach awesom realli spent qualiti life ramjhoola near ganga river beach,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Sri Chandramouleswara Swamy Temple,small south indianstyl templ dedic lord shiva way ram jhula look board easi miss,0,0,1,0,1,0,0,0,0,0.42345
Rishikesh,Vashishta Gufa,ive friend celebr maha shivratri medit insid cave took holli bath gang thing rishikesh,0,1,1,0,1,0,0,0,0,0.74695
Pushkar,Pushkar Lake,pushkar lake holi place lake beauti lake udaipur jaipur market street realli nice though peopl friend gentl went guid templ enjoy see monkey play tree ii total vegetarian town alcohol zone day spent most market street much enjoy look view lake hotel pushkar palac husband hair cut massag street barber love love watch lot western hippi realli enjoy pushkar differ jaipur fantast,1,1,1,0,1,0,0,0,0,0.9879
Pushkar,Pushkar Lake,anyon whos india know land scammer old new generat day goe local tri scam pushkar differ fake holi men fellow scammer fair aggress scammer easili shrug part india guy mean horribl excus human be your go lake ignor advanc local advic someon tri talk india unless student look educ tell right away money that theyr theyll clear dont worri much rude local approach street manner seem someth select know mean of,0,1,1,0,1,0,0,0,0,0.29705000000000004
Agra,Tomb of Itimad-ud-Daulah,visit place go taj mahal spoil call babi taj look almost similar architectur design small youll left want case mother taj right fill miss place,0,0,0,0,1,0,0,0,0,0.4614
Rishikesh,Triveni Ghat,actual particip ceremoni tri get spot front hold fire lamp realli enjoy get deep mantra,0,1,1,0,1,0,0,0,0,0.60115
Agra,Agra Fort,beauti place see real architectur piec mughal era undoubt see agra fort onli,0,0,1,0,1,0,0,0,0,0.5
Agra,Tomb of Itimad-ud-Daulah,done taj agra fort lunch shop went see tomb itimad ud daulah known name babi taj love peac environ place crowd taj beauti tomb fantast made white marbl makran found differ tomb tomb qeen mumtaj taj mahal tomb center garden taj mahal tomb northern end accord islam concept paradis tomb center mean tajmah hidden mean serv higher purpos tomb itimah daula built year earlier start construct tajmah,0,0,0,0,1,0,0,0,0,0.81845
Mussoorie,Lal Tibba,pass narrow lane reach place warn climb extrem steep vehicl might wait vehicl come opposit side tricki drive uphil even rear passeng,0,0,1,0,1,0,0,0,0,0.4614
Agra,Agra Fort,much relax effect visit taj mahal entri compar cheaper crowd low term visual delight much see around architectur marvel place lot stori attach would good idea guid talk read bit visit anoth best thing get sight taj mahal here,0,0,1,0,1,0,0,0,0,0.96965
Mussoorie,Camel's Back Road,mussori queen hill dirti street unkept mall area sever beaten shop ransack civil mountain dilapid ropeway open arm tourist would blame uttarkhand govern keep hill station clean attract tourist proper plan involv manag hill station ah onlsoght sever tourist otherwis hill station loos charm year mussoori reach stage wish invest done els soon taker tourist plan vacat nearbi dhanaulti pristin good hike anyth els camel back road quit good concept need maintain clean manag well,1,0,1,0,0,0,0,0,0,0.96685
Rishikesh,Kunjapuri Devi Temple,small templ overlook himalaya total worth trip place surreal feel it,0,1,1,0,1,0,0,0,0,0.61315
Pushkar,Pushkar Lake,pushkar lake beauti area sunset goe lot see realli beauti experi,1,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,went visit taj mahal sinc part tour,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,must see rishikesh best ganga aarti still practic fullest respect tradit enjoy sing music afterward,0,1,0,0,1,0,0,0,0,0.94425
Rishikesh,Triveni Ghat,peac experi much ever time spent alway want come back attend ganga arati,0,1,1,0,1,0,0,0,0,0.5386
Mussoorie,Kempty Falls,situat convent road distanc kms gandhi chowk,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Lal Tibba,eateri joint lal tibba serv best aloo parotha hot tea view point see snow himalay stun walk mountain road fantast,0,0,1,0,0,0,0,0,0,0.81845
Rishikesh,Triveni Ghat,good safe ghat take bath mani templ nearbi ganga arti add attract take dip must attend ganga arti,0,1,0,0,1,0,0,0,0,0.9037
Agra,Agra Fort,beauti place see real architectur piec mughal era undoubt see agra fort onli,0,0,1,0,1,0,0,0,0,0.5
Agra,Wildlife SOS,see amaz work wildlif sos done fantast dedic make sure bear best possibl life horrif danc bear know along anim organis manag save danc bear india truli amaz enjoy day see bear hospit help food prep meet talk staff inform day went far quick would love visit again,0,0,1,0,0,0,1,0,0,0.9814
Agra,Agra Fort,agra fort agra lal qila urdu must visit place agra opposit taj mahal taj mahal seen part indian armi rang visitor,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Kempty Falls,kempti fall gather water gather delhit crowd traffic,1,0,1,0,0,0,0,0,0,0.5
Agra,Dayal Bagh,would tell request peopl listen rate dayal star beauti structur india much mesmer taj carv wonder know daughter painter went various place world structur shouldnt miss yes right take long time construct thing like anyon know sabar ka fal meetha hota hei visit place,0,0,1,0,1,0,0,0,0,0.5871999999999999
Agra,Tomb of Itimad-ud-Daulah,icon build first muslim monument built complet marbl immens use inlay work karan sachan walk tour help us understand gradual develop islam build india anoth love tour babi taj,0,0,0,0,1,0,0,0,0,0.89225
Mussoorie,Tibetan Buddhist Temple,tibetan buddhist templ locat dehradun apt locat need spend time seren set aesthet built color monument provid visual feast reach even spent hour small township adjac templ complex tibetan buddhist live visit dehradun never miss attract,0,1,1,0,1,0,0,0,0,0.42769999999999997
Agra,Agra Fort,guid tour strong recommend dont audio tour much histori goe back time taj built didnt enough time full tour fort expans much histori realli get full experi like live there,0,0,1,0,1,0,0,0,0,0.9037
Agra,Agra Fort,interest place check time spend agra see thetaj mahal big beauti part,0,0,1,0,1,0,0,0,0,0.7294
Rishikesh,Patna Waterfalls,nice place good place awesom place good place think awesom nice place good place all,0,0,1,0,1,0,0,0,0,0.96155
Agra,Mehtab Bagh,garden pleasant walk surpris quiet real reason see taj mahal sunset manag realli truli memor,0,0,1,0,1,0,0,0,0,0.7553000000000001
Rishikesh,The Beatles Ashram,place hard find desert place entri fee indian ashram dilapid state rundown build non function prefer visit group feel safe cover entir properti place cover graffiti tidbit time beetl stay place nice see go back time,0,1,1,0,0,0,0,0,0,0.8243
Rishikesh,The Beatles Ashram,realli enjoy time make sure listen white album go recogn mani lyric came from,0,0,1,0,1,0,0,0,0,0.83525
Agra,Mehtab Bagh,garden provid view back taj mahal noth fanci anoth normal garden given miss,0,0,1,0,1,0,0,0,0,0.42345
